title,link
Broken Cancer Survivor. Im án ashamed mother and wife,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/broken-cancer-survivor-im-%C3%A1n-ashamed-mother-and-wife/td-p/1880
How to reach out - for real?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/how-to-reach-out-for-real/td-p/22550
The nights are the worst.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/the-nights-are-the-worst/td-p/11995
Feeling suicidal off and on,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/feeling-suicidal-off-and-on/td-p/23935
Slave to madness?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/slave-to-madness/td-p/29951
When will this end… TW suicidal Ideation,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/when-will-this-end-tw-suicidal-ideation/td-p/9589
Advice and plain old love,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/advice-and-plain-old-love/td-p/24104
I truly can not see the way out,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-truly-can-not-see-the-way-out/td-p/6679
How do you take the first step,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/how-do-you-take-the-first-step/td-p/23220
School is so stressful I feel like I cant take it anymore.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/school-is-so-stressful-i-feel-like-i-cant-take-it-anymore/td-p/9265
I need advice,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-need-advice/td-p/9249
"Suicidality, Disability & Apparent Inevitability",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/suicidality-disability-apparent-inevitability/td-p/8030
Can't get better,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/can-t-get-better/td-p/12123
I see no point,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-see-no-point/td-p/3074
Confused about my grief,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/confused-about-my-grief/td-p/34461
Frustrated with myself my thoughts and my past,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/frustrated-with-myself-my-thoughts-and-my-past/td-p/24109
Advice for extreme anxiety and suicidal,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/advice-for-extreme-anxiety-and-suicidal/td-p/18675
Instead of harming myself I now........(list three of four dot points),https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/instead-of-harming-myself-i-now-list-three-of-four-dot-points/td-p/432486
Hit rock bottom,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/hit-rock-bottom/td-p/23156
Suicidal thoughts- life can only get better,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/suicidal-thoughts-life-can-only-get-better/td-p/17153
Told my psychiatrist finally,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/told-my-psychiatrist-finally/td-p/25163
Hurting to deal with hurt and shame,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/hurting-to-deal-with-hurt-and-shame/td-p/15246
"I dont want to die, I just dont want to exist.",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-dont-want-to-die-i-just-dont-want-to-exist/td-p/29779
Don’t want life to end but keep thinking about it ??,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/don-t-want-life-to-end-but-keep-thinking-about-it/td-p/7723
High functioning suicide,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/high-functioning-suicide/td-p/9651
Everything is just going in circles,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/everything-is-just-going-in-circles/td-p/7823
Getting past having no purpose??,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/getting-past-having-no-purpose/td-p/25850
Reached out to someone for help - ended up being blocked. Now I feel like some crazy loser :(,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/reached-out-to-someone-for-help-ended-up-being-blocked-now-i/td-p/9978
thinking about how i will never be loved by any girl,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/thinking-about-how-i-will-never-be-loved-by-any-girl/td-p/507208
life atm,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/life-atm/td-p/21142
self harm is getting out of control,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/self-harm-is-getting-out-of-control/td-p/2695
The advice is to talk…,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/the-advice-is-to-talk/td-p/11152
What do you do when you don’t want to get better?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/what-do-you-do-when-you-don-t-want-to-get-better/td-p/5717
Suicidal thoughts getting stronger again,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/suicidal-thoughts-getting-stronger-again/td-p/30108
Frustrated and stupid idiot that sabotaging life by being a joke of a person who wastes people time incoherfent rambling on a forum,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/frustrated-and-stupid-idiot-that-sabotaging-life-by-being-a-joke/td-p/22777
robthomaslover (used to be mb20lover)'s thread,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/robthomaslover-used-to-be-mb20lover-s-thread/td-p/8842
Help..what help??,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/help-what-help/td-p/2503
Loneliness and other stuff,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/loneliness-and-other-stuff/td-p/21152
"Depressed, feeling like it’s all too much",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/depressed-feeling-like-it-s-all-too-much/td-p/13603
I'm just curious.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-m-just-curious/td-p/31346
I think I'm addicted,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-think-i-m-addicted/td-p/23375
Keep wanting to be alone,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/keep-wanting-to-be-alone/td-p/531767
Not good enough,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/not-good-enough/td-p/20085
Helping,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/helping/td-p/9210
What helps the most?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/what-helps-the-most/td-p/29916
I didn’t feel safe today..,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-didn-t-feel-safe-today/td-p/5636
I'm not sure what to do and I'm scared,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-m-not-sure-what-to-do-and-i-m-scared/td-p/22245
Nothing to look forward to,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/nothing-to-look-forward-to/td-p/2643
I think about taking my life frequently,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-think-about-taking-my-life-frequently/td-p/7996
Can't do this,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/can-t-do-this/td-p/27882
I keep on thinking about death,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-keep-on-thinking-about-death/td-p/13497
Partner runs away when I'm suffering,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/partner-runs-away-when-i-m-suffering/td-p/9126
Definitely unsure about this forum,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/definitely-unsure-about-this-forum/td-p/29494
Reaching out and remaining anonymous,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/reaching-out-and-remaining-anonymous/td-p/11828
Hard to talk always keep it to myself.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/hard-to-talk-always-keep-it-to-myself/td-p/12894
Useless,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/useless/td-p/22922
Will I Ever Feel Any Joy Again,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/will-i-ever-feel-any-joy-again/td-p/24013
Today was not my day...,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/today-was-not-my-day/td-p/18517
OCD and driving,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/ocd-and-driving/td-p/14668
My mum is only 57 and has a painful 3cm lump on her breast.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/my-mum-is-only-57-and-has-a-painful-3cm-lump-on-her-breast/td-p/6404
Stuck in a cycle and afraid,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/stuck-in-a-cycle-and-afraid/td-p/24659
"I don't want to kill myself, but I want to die.",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-don-t-want-to-kill-myself-but-i-want-to-die/td-p/19894
Uncomfortable thoughts,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/uncomfortable-thoughts/td-p/11697
What Am I Doing Here??,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/what-am-i-doing-here/td-p/6474
A waste of space,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/a-waste-of-space/td-p/20841
Paranoia,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/paranoia/td-p/838
Suicidal Thoughts / Control Issues?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/suicidal-thoughts-control-issues/td-p/18145
Intrusive thoughts,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/intrusive-thoughts/td-p/7289
Parents Misunderstanding,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/parents-misunderstanding/td-p/30666
I don't know how I feel all I know is that I feel lost,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-don-t-know-how-i-feel-all-i-know-is-that-i-feel-lost/td-p/448893
"""let me clean my room""",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/quot-let-me-clean-my-room-quot/td-p/5781
Hi Everyone,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/hi-everyone/td-p/6709
Seeing no future,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/seeing-no-future/td-p/1293
New here and depressed,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/new-here-and-depressed/td-p/12672
Depression and Terminal Illness,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/depression-and-terminal-illness/td-p/16763
Not wanting to exist,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/not-wanting-to-exist/td-p/30661
Depressed and suicidal,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/depressed-and-suicidal/td-p/33419
Trying to stay positive but losing.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/trying-to-stay-positive-but-losing/td-p/24548
About to give up,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/about-to-give-up/td-p/22039
"Looser, Failure, Unworthy",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/looser-failure-unworthy/td-p/26351
scared to move back to old house where I attempted,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/scared-to-move-back-to-old-house-where-i-attempted/td-p/12766
I thought I’d be dead,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-thought-i-d-be-dead/td-p/21234
so tired of everything,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/so-tired-of-everything/td-p/547
Feeling like a terrible person,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/feeling-like-a-terrible-person/td-p/34497
Struggling to update my safety plan,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/struggling-to-update-my-safety-plan/td-p/12071
Interactions with health professionals,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/interactions-with-health-professionals/td-p/5661
School holidays and feel so depressed having no mum friends,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/school-holidays-and-feel-so-depressed-having-no-mum-friends/td-p/33570
Suicidal and Anxious,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/suicidal-and-anxious/td-p/32503
Hating my life,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/hating-my-life/td-p/1372
I’m stuck and scared,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-m-stuck-and-scared/td-p/28080
Therapist dependency - Am I a bad client?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/therapist-dependency-am-i-a-bad-client/td-p/31163
I hate everything,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-hate-everything/td-p/20182
Excluded. TW: Suicidal Ideation and Self-Harming.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/excluded-tw-suicidal-ideation-and-self-harming/td-p/11290
My complex trauma and the ongoing pandemic,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/my-complex-trauma-and-the-ongoing-pandemic/td-p/10106
"Suicide & my murdering narcissistic  ""mother"".",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/suicide-my-murdering-narcissistic-quot-mother-quot/td-p/28470
my mother,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/my-mother/td-p/2341
Sick and tired of being sick,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/sick-and-tired-of-being-sick/td-p/498843
Starting over and then she screws up again,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/starting-over-and-then-she-screws-up-again/td-p/39111
55 Years Old And Feel My Life Is Over,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/55-years-old-and-feel-my-life-is-over/td-p/18415
Tired of fighting,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/tired-of-fighting/td-p/911
I wish I meant something,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-wish-i-meant-something/td-p/13726
Content with life.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/content-with-life/td-p/416
Would you bother living if you were like me?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/would-you-bother-living-if-you-were-like-me/td-p/15568
'Attention Seeker',https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/attention-seeker/td-p/359
Struggling to keep moving forward,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/struggling-to-keep-moving-forward/td-p/17482
Feeling Down and Alone,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/feeling-down-and-alone/td-p/2985
Its getting harder,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/its-getting-harder/td-p/21964
life seems to get harder,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/life-seems-to-get-harder/td-p/7309
Pitty & Bullshit,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/pitty-bullshit/td-p/49959
Self harm doesnt hurt anymore,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/self-harm-doesnt-hurt-anymore/td-p/32057
in the middle of an argument with friends,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/in-the-middle-of-an-argument-with-friends/td-p/33787
No One To Turn To,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/no-one-to-turn-to/td-p/14525
Is it.. normal to want to die,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/is-it-normal-to-want-to-die/td-p/512023
Back Again,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/back-again/td-p/25561
Groundhog day,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/groundhog-day/td-p/34890
Time to go,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/time-to-go/td-p/32859
Introducing myself,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/introducing-myself/td-p/48686
Site Maintenance - Forums will be offline for some time tonight (24/11/21),https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/site-maintenance-forums-will-be-offline-for-some-time-tonight-24/td-p/2790
My friend took her life,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/my-friend-took-her-life/td-p/21221
Starting over,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/starting-over/td-p/4365
"Loneliness, isolation, suffering and lack of support is going to kill me",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/loneliness-isolation-suffering-and-lack-of-support-is-going-to/td-p/26851
Partner left me,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/partner-left-me/td-p/6806
cant take much more,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/cant-take-much-more/td-p/31247
Still struggling here,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/still-struggling-here/td-p/7423
do i tell my teacher? but it's not really an issue?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/do-i-tell-my-teacher-but-it-s-not-really-an-issue/td-p/28057
Me and my sadness,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/me-and-my-sadness/td-p/34314
Scrambled,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/scrambled/td-p/487562
Stuck in limbo,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/stuck-in-limbo/td-p/34143
I’m lost,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-m-lost/td-p/11422
I’m overwhelmed and alone and everything is too much,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-m-overwhelmed-and-alone-and-everything-is-too-much/td-p/30022
I think I may have Harm OCD??,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-think-i-may-have-harm-ocd/td-p/3383
Scumbag,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/scumbag/td-p/14465
"I want to try again, my mind wants me to give up.",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-want-to-try-again-my-mind-wants-me-to-give-up/td-p/4603
Not Coping Well,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/not-coping-well/td-p/12284
Oscar winner,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/oscar-winner/td-p/12547
Depression,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/depression/td-p/19460
Intrusive thoughts help and shutting down,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/intrusive-thoughts-help-and-shutting-down/td-p/23499
BEYOND BELIEF,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/beyond-belief/td-p/1231
I thought about it,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-thought-about-it/td-p/19328
"Newbie,👋",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/newbie/td-p/32510
Wanting to just sleep and not wake up.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/wanting-to-just-sleep-and-not-wake-up/td-p/32838
Feeling like you don't belong,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/feeling-like-you-don-t-belong/td-p/25152
I’m tired and I can’t see a future,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-m-tired-and-i-can-t-see-a-future/td-p/146
how do i tell my friends about my SH?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/how-do-i-tell-my-friends-about-my-sh/td-p/8514
"A failure, and rightfully so",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/a-failure-and-rightfully-so/td-p/11418
No trust left!,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/no-trust-left/td-p/14450
feeling quite stressed to the point of no relief,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/feeling-quite-stressed-to-the-point-of-no-relief/td-p/31242
Do I need to get myself admitted to hospital?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/do-i-need-to-get-myself-admitted-to-hospital/td-p/6605
Lost and thinking about dying,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/lost-and-thinking-about-dying/td-p/1436
Why death is a problem?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/why-death-is-a-problem/td-p/18744
Straddling The Line,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/straddling-the-line/td-p/20276
Heavy,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/heavy/td-p/14690
Why does everyone hate me?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/why-does-everyone-hate-me/td-p/2307
Suicidal thoughts from medical condition and work,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/suicidal-thoughts-from-medical-condition-and-work/td-p/19832
New to this forum struggling with Anxiety and depression leading to suicidal thoughts,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/new-to-this-forum-struggling-with-anxiety-and-depression-leading/td-p/36784
Suicidal Thoughts,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/suicidal-thoughts/td-p/7714
Is life just an on/off switch,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/is-life-just-an-on-off-switch/td-p/22497
The Covert Narcissist is the weak one!!,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/the-covert-narcissist-is-the-weak-one/td-p/31617
Tierd of fighting,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/tierd-of-fighting/td-p/24043
Tired.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/tired/td-p/29709
Preventing a relapse,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/preventing-a-relapse/td-p/14028
Trying to brave life,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/trying-to-brave-life/td-p/10064
What is the point?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/what-is-the-point/td-p/22061
I feel so bad,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-feel-so-bad/td-p/27047
Boyfriend with anger issues,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/boyfriend-with-anger-issues/td-p/12268
I hate my life,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-hate-my-life/td-p/20933
I think my little sister is self-harming,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-think-my-little-sister-is-self-harming/td-p/14322
Numb,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/numb/td-p/30693
Struggling,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/struggling/td-p/31210
Can't win,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/can-t-win/td-p/15581
I just need to vent,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-just-need-to-vent/td-p/12333
I am turing 30 soon,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-am-turing-30-soon/td-p/9838
The thoughts are strong,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/the-thoughts-are-strong/td-p/531807
I’m new and need to share.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-m-new-and-need-to-share/td-p/37456
"Depression, Anxiety and a whole new level of being unwell",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/depression-anxiety-and-a-whole-new-level-of-being-unwell/td-p/16741
I'm sure it's just me,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-m-sure-it-s-just-me/td-p/32306
To live is to die,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/to-live-is-to-die/td-p/2839
I don’t feel real,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-don-t-feel-real/td-p/18776
Don't want to wake - but no choice,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/don-t-want-to-wake-but-no-choice/td-p/21327
Existing is pain,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/existing-is-pain/td-p/15684
Just feeling lost,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/just-feeling-lost/td-p/33876
Workplace PTSD,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/workplace-ptsd/td-p/321
Hurtful mind games from ex gf,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/hurtful-mind-games-from-ex-gf/td-p/28270
Staying Alive because I have to look after my child,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/staying-alive-because-i-have-to-look-after-my-child/td-p/17358
What is the real reason for life,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/what-is-the-real-reason-for-life/td-p/25020
I don’t know what else to do but vent..,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-don-t-know-what-else-to-do-but-vent/td-p/5617
I feel like I'm drowning with no way out,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-feel-like-i-m-drowning-with-no-way-out/td-p/29309
Not sure how long I can keep this up,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/not-sure-how-long-i-can-keep-this-up/td-p/43353
Lost and overwhelmed with conflicting emotions,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/lost-and-overwhelmed-with-conflicting-emotions/td-p/23008
One decision screwed my life,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/one-decision-screwed-my-life/td-p/5882
I feel I have failed,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-feel-i-have-failed/td-p/9368
Aftermath,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/aftermath/td-p/11551
Hi,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/hi/td-p/9482
LGBT support,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/lgbt-support/td-p/28276
"Look who's inside again, BPD & Depression",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/look-who-s-inside-again-bpd-depression/td-p/13536
Help,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/help/td-p/472545
Its NOT all good,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/its-not-all-good/td-p/3500
I dont want to stop,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-dont-want-to-stop/td-p/21177
I'm not coping with school,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-m-not-coping-with-school/td-p/11502
First time here and in a really bad place,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/first-time-here-and-in-a-really-bad-place/td-p/7317
First post,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/first-post/td-p/7260
Struggling,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/struggling/td-p/1189
self sabotage?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/self-sabotage/td-p/18606
Site Maintenance - Brief Forum Outage Tonight,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/site-maintenance-brief-forum-outage-tonight/td-p/2901
I need help,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-need-help/td-p/23509
Am i strong or weak,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/am-i-strong-or-weak/td-p/5045
Can't cope with life anymore,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/can-t-cope-with-life-anymore/td-p/16650
Can't keep doing this...,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/can-t-keep-doing-this/td-p/11623
